cardid	name	type	faction	setcode	setname	no	rules	rarity	def	cost	strikecost	atk	dmgtype	health	all_classes	DeathKnight	Druid	Hunter	Mage	Paladin	Priest	Rogue	Shaman	Warlock	Warrior	instant	race	class	class2	subtype	subtype2	subtype3	subtype4	profession	profession2	block	image	reprinted	classdeck	version	artist	flavour	original	released
3346	Thane Ufrang the Mighty	Hero	Neutral	ICE	Icecrown	10	Flip Ufrang, remove a Warrior in your graveyard from the game -> Target hero or ally has <b>Protector</b> this turn.;;<b>Deckbuilding:</b> You can only include either [Alliance] or [Horde] cards, [Warrior] cards, [Warrior] Protection Talents, neutral cards, and Scourge cards. You can't include cards with reputations or other text restrictions.	u						30	None												Vrykul	Warrior		Protection	Scourge					4	thane_ufrang_the_mighty			0	Phroilan Gardner		0	1
3347	Thangal	Hero	Horde	HoA	Heroes of Azeroth	16	3, Flip Thangal -> Ready Thangal. Use only while he's in bear form.	u						28	None												Tauren	Druid		Feral				Enchanting	Engineering	1	thangal			0	Greg Hildebrandt	The most powerful druids know their greatest strength lies in versatility.	0	1
3348	Thatia Truthbringer	Hero	Alliance	FoO	Fires of Outland	8	4, Flip Thatia Truthbringer -> Choose one: Thatia heals 4 damage from target hero or ally; or prevent the next 4 damage that would be dealt to target hero or ally this turn.	u						29	None												Human	Paladin		Holy				Blacksmithing	Jewelcrafting	1	thatia_truthbringer			0	Eric Browning	"Take heart, for the Light does not heal the unworthy. Now, had you listened to me to begin with, friendâ€¦"	0	1
3349	The Longeye	Hero	Horde	DoW	Drums Of War	12	On your turn: 5, Flip The Longeye -> Destroy target opposing ally if it has or shares the highest cost among opposing allies.	u						28	None												Troll	Hunter		Survival				Engineering	Jewelcrafting	3	the_longeye	Naxxramas Treasure,Archive		0	James Zhang	"Bigger is not always better, mon."	0	1
3350	Thoros the Savior	Hero	Horde	BoG	Blood Of Gladiators	16	4, Flip Thoros -> Thoros heals 2 damage from target hero or ally. Draw a card.	u						29	None												Blood Elf	Paladin		Holy				Alchemy	Engineering	3	thoros_the_savior			0	James Ryman		0	1
3351	Tilly Fiddlelight	Hero	Alliance	WBR	Worldbreaker	9	<b>FRONT</b>: 3 -> Flip Tilly.;<b>BACK</b>: Each ally you control has <b>Mend 1</b>. <i>(At the start of your turn, it may heal 1 damage from target hero or ally.)</i>	u						26	None												Gnome	Priest		Holy						5	tilly_fiddlelight			0	Mike Sass	"The Light has choosen me to aid those in need."	0	1
3352	Timmo Shadestep	Hero	Alliance	HoA	Heroes of Azeroth	7	5, Flip Timmo Shadestep -> Destroy target exhausted ally. Use only on your turn.	u						27	None												Gnome	Rogue		Assassination				Engineering	Mining	4	timmo_shadestep	Class Starter Deck 2010	CD1	0	Glenn Rane	The ability to hide in half a shadow makes gnomes among Azeroth's deadliest assassins.	0	1
3353	Tribemother Torra	Hero	Horde	BoG	Blood Of Gladiators	17	3, Flip Torra -> Target up to three heroes and/or allies. Torra heals 3, 2, and 1 damage from them, respectively.	u						29	None												Tauren	Shaman		Restoration				Engineering	Jewelcrafting	3	tribemother_torra	Naxxramas Treasure		0	Zoltan Boros and Gabor Szikszai		0	1
3354	Triton the Sacrilegious	Hero	Horde	SW	ScourgeWar	18	If you control another Death Knight: Flip Triton -> This turn, opposing heroes and allies must attack if able and can attack only Triton if able.	u						29	None												Undead	Death Knight		Unholy				Blacksmithing	Jewelcrafting	4	triton_the_sacrilegious			0	Matt Cavotta		0	1
3355	Turane Soulpact	Hero	Horde	DoW	Drums Of War	17	On your turn: 3, Flip Turane, destroy X allies in your party -> Turane deals X shadow damage to target hero or ally.	u						28	None												Blood Elf	Warlock		Demonology				Alchemy	Jewelcrafting	3	turane_soulpact			0	Wayne Reynolds	"Sacrifice is a small price to pay for victory. Especially when someone else pays."	0	1
3356	Turov the Risen	Hero	Neutral	ICE	Icecrown	11	On your turn: Flip Turov, remove a Scourge ally in your graveyard from the game -> Turov deals 2 frost damage to target exhausted ally.;;<b>Deckbuilding:</b> You can only include [Mage] abilities, [Rogue] equipment, allies with ally type Death Knight, neutral quests and locations, and Scourge cards. You can't include cards with reputations or other text restrictions (like Frost Hero Required ).	u						27	None												Skeleton				Scourge					4	turov_the_risen			0	Alex Horley		0	1
3357	Tysandri Duskstrike	Hero	Alliance	WG	Wrathgate	10	On your turn: Flip Tysandri, discard a Rogue -> Tysandri deals 3 melee damage to target exhausted hero or ally.	u						27	None												Night Elf	Rogue		Assassination				Inscription	Tailoring	4	tysandri_duskstrike			0	Raymond Swanland		0	1
3358	Umbrage	Hero	Alliance	DoW	Drums Of War	8	1, Flip Umbrage -> Remove target attacker from combat.	u						27	None												Night Elf	Rogue		Combat				Alchemy	Engineering	3	umbrage			0	Jim Murray	"You'll only see me when I want you to&hellip;and I won't."	0	1
3359	Urrth	Hero	Horde	MoL	March of the Legion	17	3, Flip Urrth -> Draw a card for each Totem you have.	u						28	None												Orc	Shaman		Restoration				Herbalism	Alchemy	2	urrth			0	Dan Scott		0	1
3360	Vakeron	Hero	Alliance	HfI	Hunt For Illidan	8	7, Flip Vakeron -> Vakeron deals 2 unpreventable holy damage to each opposing hero and ally.	u						29	None												Draenei	Paladin		Holy				Alchemy	Enchanting	2	vakeron			0	Dan Scott	"I fight for Velen, the naaru, and the Light. What hope do you have?"	0	1
3361	Valerie Worfield	Hero	Horde	WBR	Worldbreaker	18	FRONT: 3 -> Flip Valerie. BACK: Prevent the first 1 damage that would be dealt to Valerie each turn.	u						28	None												Undead	Hunter		Survival						5	valerie_worfield			0	Alex Horley	"Death has numbed me to the outside world, but my fingers still long to touch cold steel once more."	0	1
3362	Valterus	Hero	Horde	HfI	Hunt For Illidan	17	3, Flip Valterus -> Target friendly hero or ally is <b>Untargetable</b> this turn.	u						29	None												Blood Elf	Paladin		Protection				Skinning	Alchemy	2	valterus			0	Christopher Moeller	"If I were you, I would pay attention to me."	0	1
3363	Varanis Bitterstar	Hero	Horde	BCP	Burning Crusade	2	4, Flip Varanis Bitterstar -> Varanis deals 2 arcane damage to target hero or ally. Draw a card. Use only on your turn.	r						25	None												Blood Elf	Mage		Arcane				Enchanting	Jewelcrafting	1	varanis_bitterstar			0	Wei Wang		0	1
3364	Velindra Sepulchre	Hero	Horde	DoW	Drums Of War	18	1, Flip Velindra -> This turn, target ally can't attack or protect, loses and can't have powers, and is also a Sheep.	u						25	None												Undead	Mage		Arcane				Alchemy	Engineering	3	velindra_sepulchre			0	rk post	"Speak your mind, Alliance fool; I would hear your last words."	0	1
3365	Victor Baltus	Hero	Alliance	WBR	Worldbreaker	10	FRONT: 2 -> Flip Victor. BACK: Demons you control have +1 / +1.	u						28	None												Worgen	Warlock		Demonology						5	victor_baltus			0	Greg Staples	"I will shred your body, and then Sardok will shred your soul."	0	1
3366	Victoria Jaton	Hero	Alliance	TDP	Through the Dark Portal	8	2, Flip Victoria Jaton -> Weapon cards in your hand are instant this turn.	u						30	None												Human	Warrior		Arms				Mining	Jewelcrafting	1	victoria_jaton			0	Mauro Cascioli	Since she was a small girl, Victoria has trained with all manner of weaponry.	0	1
3367	Vorix Zorbuzz	Hero	Horde	WBR	Worldbreaker	19	FRONT: 3 -> Flip Vorix. BACK: If Vorix would deal melee damage, he deals that much nature damage +1 instead.	u						27	None												Goblin	Rogue		Assassination						5	vorix_zorbuzz			0	Greg Staples	"Like lambs to the slaughter."	0	1
3368	Vor'na the Disciplined	Hero	Horde	SoB	Servants of the Betrayer	26	3, Flip Vor'na -> Allies can't attack this turn.	u						25	None												Blood Elf	Mage		Frost				Enchanting	Tailoring	2	vorna_the_disciplined			0	Hideaki Takamura	"Our thirst for magic is ambition, not addiction."	0	1
3369	Vor'na the Wretched	Hero	Horde	SoB	Servants of the Betrayer	35	3, Flip Vor'na -> At the end of this turn, the player whose turn it is destroys each ally in his party that neither attacked nor entered play this turn.; Wretched	u						25	None												Blood Elf	Mage		Traitor				Enchanting	Tailoring	2	vorna_the_wretched			0	Hideaki Takamura		0	1
3370	Warden Stormclaw	Hero	Horde	SoB	Servants of the Betrayer	27	2, Flip Stormclaw, destroy a Form you control -> Destroy target ally. Use only on your turn.	u						28	None												Tauren	Druid		Feral				Skinning	Leatherworking	2	warden_stormclaw			0	Lars Grant-West	"The Earth Mother provides all we need."	0	1
3371	Warmaster Bo'jo	Hero	Horde	HfI	Hunt For Illidan	18	2, Flip Bo'jo -> Bo'jo has +2 ATK while attacking this turn.	u						30	None												Troll	Warrior		Arms				Alchemy	Jewelcrafting	2	warmaster_bojo			0	Zoltan Boros and Gabor Szikszai	"I don't have no schedule, mon. I just make it up as I go!"	0	1
3372	Warrax	Hero	Alliance	HoA	Heroes of Azeroth	8	1, Flip Warrax -> Warrax has <b>Protector</b> this turn.	u						30	None												Dwarf	Warrior		Protection				Blacksmithing	Mining	1	warrax			0	Dave Dorman	"So long as I stand, you shall not pass."	0	1
3373	Witch Doctor Koo'zar	Hero	Horde	BoG	Blood Of Gladiators	18	1, Flip Koo'zar -> Ready up to three target resources.	u						26	None												Troll	Priest		Discipline				Mining	Engineering	3	witch_doctor_koozar	Archive		0	Daarken		0	1
3374	Xerandaal, Shade Servitor	Hero	Alliance	SW	ScourgeWar	10	If you control another Priest: Flip Xerandaal -> Xerandaal deals 3 shadow damage to target hero.	u						26	None												Draenei	Priest		Shadow				Tailoring	Inscription	4	xerandaal_shade_servitor			0	Steve Prescott		0	1
3375	Xia, Queen of Suffering	Hero	Neutral	HfI	Hunt For Illidan	24	<b>FRONT:</b> Flip Xia -> Gain control of target ally.;;<b>Deckbuilding:</b> You can include only neutral quests, any [Warlock] abilities, and any allies with ally type Warlock. You can't include cards with reputation or text restrictions <i>(like <b>Fire Hero Required</b>)</i>.;<i>(received errata)</i>	u						20	None												Succubus Demon									2	xia_queen_of_suffering			0	James Ryman	"You wish to enslave me? What an ignorant darling you are!"	0	1
3376	Yanna Dai'shalan	Hero	Alliance	FoO	Fires of Outland	9	3, Flip Yanna Dai'shalan -> Yanna deals 1 nature damage to target ally for each ally in your party. Use only on your turn.	u						27	None												Night Elf	Druid		Balance				Skinning	Leatherworking	1	yanna_daishalan			0	Greg Staples	"Nature has many allies. You shall not prevail against all of them."	0	1
3377	Yuna Sunridge	Hero	Horde	WBR	Worldbreaker	20	<b>FRONT:</b> 3 -> Flip Yuna.;;<b>BACK: Mend 1</b> <i>(At the start of your turn, Yuna may heal 1 damage from target hero or ally.)</i>	u						27	None												Tauren	Priest		Holy						5	yuna_sunridge			0	James Ryman	"The Earthmother has taught me much, and now I look to the Sun to teach me furtger."	0	1
3378	Zagrun Wolfeye	Hero	Horde	SW	ScourgeWar	19	If you control another Shaman: Flip Zagrun -> Put a +1 ATK counter on target Melee weapon.	u						28	None												orc	Shaman		Enhancement				Leatherworking	Inscription	4	zagrun_wolfeye			0	Alex Horley		0	1
3379	Zag'zil	Hero	Horde	MoL	March of the Legion	18	X, Flip Zag'zil -> Destroy target weapon with cost X. Use only on your turn.	u						27	None												Troll	Rogue		Combat				Blacksmithing	Leatherworking	2	zagzil			0	Andrew Robinson		0	1
3380	Zaritha	Hero	Alliance	HfI	Hunt For Illidan	9	2, Flip Zaritha -> Zaritha heals 5 damage from target hero or ally.	u						28	None												Draenei	Shaman		Restoration				Alchemy	Enchanting	4	zaritha	Class Starter Deck 2010	CD1	0	Jason Chan	"I beseech the wind and sky - heed me now and hear my cry!"	0	1
3381	Zenith Shadowforce	Hero	Alliance	TDP	Through the Dark Portal	9	2, Flip Zenith Shadowforce -> Turn target opposing hero face down.	u						28	None												Human	Warlock		Demonology				Herbalism	Tailoring	1	zenith_shadowforce			0	Ralph Horsley	"I have drunk the life energies of my bitterest enemy, and they were sweet beyond the telling."	0	1
3382	Zi'mo the Empowered	Hero	Horde	FoH	Fields of Honor	18	1, Flip Zi'mo -> Zi'mo has +2 ATK while damaged this turn.	u						25	None												Troll	Mage		Frost				Alchemy	Jewelcrafting	3	zimo_the_empowered			0	Zoltan Boros and Gabor Szikszai	"Before joo know it, joo be dead."	0	1
3383	Zomm Hopeslayer	Hero	Horde	FoO	Fires of Outland	18	X, Flip Zomm Hopeslayer Put X Combo cards from your removed from game zone into your graveyard.	u						27	None												Orc	Rogue		Assassination				Skinning	Leatherworking	1	zomm_hopeslayer			0	Kev Walker	"So much killing. So little time."	0	1
3384	Zophos the Vengeful	Hero	Alliance	FoH	Fields of Honor	9	3, Flip Zophos -> Zophos deals 3 unpreventable holy damage to target attacker.	u						29	None												Draenei	Paladin		Protection				Alchemy	Engineering	3	zophos_the_vengeful			0	Dan Scott		0	1
3385	Zorak'tul	Hero	Horde	SW	ScourgeWar	20	If you control another Rogue: Flip Zorak'tul -> Exhaust target hero or ally.	u						27	None												Troll	Rogue		Subtlety				Leatherworking	Jewelcrafting	4	zoraktul			0	Matt Cavotta		0	1
3386	Zorin of the Thunderhead	Hero	Alliance	DoW	Drums Of War	9	On your turn: 5, Flip Zorin -> Zorin deals 3 nature damage divided as you choose to any number of target heroes and/or allies.	u						28	None												Draenei	Shaman		Elemental				Engineering	Jewelcrafting	3	zorin_of_the_thunderhead			0	Howard Lyon	"Like the storms that sweep across this land, I harness the power of the elements."	0	1
3387	Alterac Valley	Location	Neutral	FoH	Fields of Honor	202	When you play a card, add an honor counter.;On your turn: Exhaust , Remove eight honor counters -> Put target ally card from your graveyard into play if its cost is less than or equal to the number of resources you control.	c							None															Battleground						3	alterac_valley			0	Lucas Graciano		0	1
3388	Angrathar the Wrathgate	Location	Neutral	WG	Wrathgate	220	When a card enters an opposing graveyard from anywhere, add a rattle counter.;On your turn: 2, [Exhaust], Remove three rattle counters -> Put a 3 [Melee] / 3 [Health] Scourge ally token into play.	e							None																					4	angrathar_the_wrathgate			0	Peter Lee		0	1
3389	Arathi Basin	Location	Neutral	FoH	Fields of Honor	203	When you play a card, add an honor counter. [Exhaust], Remove five honor counters -> Draw a card.	c							None															Battleground						3	arathi_basin			0	Howard Lyon		0	1
3390	Auchindoun Spirit Towers	Location	Neutral	DoW	Drums Of War	263	When you draw a card, add a capture counter.;[Exhaust], Remove five capture counters -> Turn target resource face down.	u							None															Objective						3	auchindoun_spirit_towers			0	Massive Black	If one is to acquire Spirit Shards, one must capture each Spirit Tower.	0	1
3391	Darnassus	Location	Alliance	DoW	Drums Of War	257	<b>Night Elf Hero Required</b>;On your turn: 1, [Exhaust] -> Ready target Night Elf in your party. It can't attack this turn.	r							None															City						3	darnassus	Drums Of War (EA)		0	Peter Lee	By the grace of Elune&hellip;	0	1
3392	Eye of the Storm	Location	Neutral	FoH	Fields of Honor	204	When you play a card, add an honor counter.;[Exhaust], Remove four honor counters ->Exhaust up to four target heroes and/or allies.	c							None															Battleground						3	eye_of_the_storm	Archive		0	Lucas Graciano		0	1
3393	Fordragon Hold	Location	Alliance	WG	Wrathgate	218	[Exhaust] -> Target [Alliance] hero or ally you control has <b>Assault 1</b> this turn.;If you control an ally with Bolvar in its name: [Exhaust] -> [Alliance] heroes and allies you control have <b>Assault 1</b> this turn.	r							None																					5	fordragon_hold	Class Starter Deck 2011 (Fall)	CDP3, CD3	0	Peter Lee		0	1
3394	Gilneas	Location	Alliance	WBR	Worldbreaker	269	4 -> Worgen you control have <b>Assault 2</b> this turn.	r							None																					5	gilneas			0	Peter Lee	Protected behind Greymane's Wall since the end of the Second War, the kingdom of Gilneas seeks to rejoin the Aliance.	0	1
3395	Gnomeregan	Location	Alliance	FoH	Fields of Honor	206	<b>Gnome Hero Required</b>; Gnomes in your party are <b>irradiated</b>. <i>(When this character deals combat damage to an ally that's not irradiated, it becomes irradiated.)</i>;[Exhaust] -> Destroy target <b>irradiated</b> ally.	r							None															City						3	gnomeregan			0	Alex Horley		0	1
3396	Gurubashi Arena	Location	Neutral	BoG	Blood Of Gladiators	201	[Exhaust] -> Target ally in your party is an Arena ally this turn.	u							None															Arena						3	gurubashi_arena			0	Wayne Reynolds		0	1
